company_name,address,city,state,zip,phone,website,email
Pet Palace,7895 Highway 119,Alabaster,AL ,35007-7553,,,
Happy Days Boarding,102 County Road 68,Clanton,AL ,35046-4107,,,
Unleashed Inn,1724 Alston Farm Road,Columbiana,AL ,35051-4606,,,
Waters Kennel & Breeding,8688 US HIGHWAY 278 W,Cullman,AL ,35057-1876,,,
Gold Star Plantation & Kennel,5484 LITTLETON KILGORE RD,Dora,AL ,35062-2547,,,
Bed & Biscuit Boarding Kennel,14230 County Road 51,Jemison,AL ,35085-5004,,,
Countryside Boarding Kennels,6875 Highway 22,Montevallo,AL ,35115-8625,,,
Montevallo Doghouse,613 County Road 774,Montevallo,AL ,35115-9350,,,
Good Dog Training & Kennels,6936 Honor Keith Rd,Trussville,AL ,35173-2212,,,
Whistling Wings Kennel,733 Hickory Circle,Union Grove,AL ,35175-9258,,,
Dog Gone Resort,955 County Road 1212,Vinemont,AL ,35179-8518,,,
Traci's Pet Grooming & Boarding,20000 Highway 11,Woodstock,AL ,35188-3749,,,
Yuppie Puppy Boarding,2703 19th Pl S,Birmingham,AL ,35209-1919,,,
Camp Bow Meow,1935 ALTON RD,Birmingham,AL ,35210-3738,,,
Gendron Kennel,1000 JOHN ROGERS DR,Birmingham,AL ,35210-7311,,,
Pink Paw Pet Spa & Resort,4752 Hwy 280,Birmingham,AL ,35242-5148,,,
Pet Hotel,2488 Rocky Ridge Rd,Birmingham,AL ,35243-2810,,,
Kidd Pet Lodge,2509 Rocky Ridge Rd,Birmingham,AL ,35243-4442,,,
The Pampered Pet Resort,2193 Parkway Lake Dr,Birmingham,AL ,35244-1804,,,
Lucky Paws Doggie Daycare,5196 CALDWELL MILL RD,Birmingham,AL ,35244-1915,,,
Sola Gratia Kennels And Training,5196 Caldwell Mill Rd,Birmingham,AL ,35244-1915,,,
Indian Hills Animal Clinic & Pet Hotel,200 Mcfarland Cir N,Tuscaloosa,AL ,35406-1800,,,
Little Paw's Doggie Daycare And Boarding,13683 Hwy 171,Northport,AL ,35475-1615,,,
Pampered Pets Grooming Salon & Pet Motel,12821 Highway 78,Jasper,AL ,35501-8253,,,
Brannon's Groom Room And Boarding,1614 4th Ave SE,Decatur,AL ,35601-4904,,,
Pam's Boarding & Training,1280 County Road 106,Florence,AL ,35633-2307,,,
Sophie's Bed And Breakfast,1000 County Road 273,Florence,AL ,35633-6070,,,
Top Notch Kennel,8 Tapscott Rd,Hartselle,AL ,35640-5333,,,
Sandy's Country Kennels,123 Stephenson Rd,Hartselle,AL ,35640-5903,,,
Pampered Pets Boarding & Groom,8155 Highway 72,Killen,AL ,35645-7331,,,
Lesmare Pet Spa And Resort,409 N Columbia Ave,Sheffield,AL ,35660-3056,,,
Summerhouse Boarding Kennels,102 County Road 189,Bridgeport,AL ,35740-6902,,,
Wetonka Kennel & Pet Motel,6205 Highway 53,Harvest,AL ,35749-8515,,,
Maddy's Pet Resort,7635 Hwy 72 W,Madison,AL ,35758-8750,,,
Professional Pet Resort,7635 Highway 72 W,Madison,AL ,35758-8750,,,
Paradise Pet Resort And Spa,128 Cleghorn Blvd,Madison,AL ,35758-8806,,,
River Run Boarding Kennel,9822 Al Highway 71,Pisgah,AL ,35765-7704,,,
Top Dog Kennel,1555 Opp Reynolds Rd,Toney,AL ,35773-7454,,,
Kirsten's Dog Training & Boarding,3314 Charity Ln,Toney,AL ,35773-8804,,,
Jones Valley Animal Hospital & Pet Resort,7535 Bailey Cove Rd SE,Huntsville,AL ,35802-2782,,,
Vip Luxury Pet Hotel,7920 Charlotte Dr SW Ste A,Huntsville,AL ,35802-2869,,,
B-mar Poodle Palace,8415 Whitesburg Dr SE,Huntsville,AL ,35802-3053,,,
Unicorn Boarding Kennel,139 Helena Dr,Huntsville,AL ,35811-9099,,,
Molly's Boarding Kennel,785 Ryland Pike,Huntsville,AL ,35811-9573,,,
Janet's Suds & Scrub Grooming & Boarding,140 Oneonta Cutoff Rd,Albertville,AL ,35950-4200,,,
Weinburg Kennels,5050 Pleasant Valley Road,Ashville,AL ,35953-6957,,,
Wagalot Farm Kennel,1838 Campground Church Rd,Luverne,AL ,36049-5819,,,
Pike Road Boarding Kennel,16234 Old Pike Rd,Mathews,AL ,36052-4703,,,
Boarding The Ark Pet Resort,3080 Highway 14,Millbrook,AL ,36054-2345,,,
R & L Kennel,8680 County Road 40,Shorter,AL ,36075-4403,,,
Cornus Kennels,806 Goolsby Rd,Wetumpka,AL ,36092-3537,,,
Dixie Liebling Kennel,125 Redland Downs Dr,Wetumpka,AL ,36093-2539,,,
Blue Ridge Kennel,2934 Rifle Range Rd,Wetumpka,AL ,36093-2903,,,
4 Paws Pet Boarding,3310 Atlanta Hwy,Montgomery,AL ,36109-2702,,,
Erma's Boarding & Grooming,6263 Al Highway 202,Anniston,AL ,36201-6887,,,
Tanglewood Pet Motel & Dog Park,1822 W Cook Rd,Dothan,AL ,36301-0714,,,
Petite Poodle Salon & Kennels,103 S Edgewood Dr,Dothan,AL ,36301-1551,,,
Susan's Dog Grooming & Boarding,2261 S Oates St,Dothan,AL ,36301-5063,,,
Bed & Biscuit,382 Westgate Pkwy,Dothan,AL ,36303-2963,,,
For Paws Only Pet Resort,7414 W Main St,Dothan,AL ,36305-9307,,,
Rainbow Kennels,3837 Flowers Chapel Rd,Dothan,AL ,36305-9393,,,
Whispering Pines Boarding Facility,2087 Dyras Rd.,Cottonwood,AL ,36320-4313,,,
Furry Friends Grooming & Boarding,309 Spivey Camp Rd,Kinston,AL ,36453-7029,,,
Just Like Home Pet Daycare,16 Hand Ave,Bay Minette,AL ,36507-4824,,,
The Dog House,5550 Bon Secour Highway,Bon Secour,AL ,36511-3449,,,
Waggy Tail Pet Store Grooming & Pet Hotel,6466 Bayfront Park Dr,Daphne,AL ,36526-4752,,,
Ameripet Dog Grooming And Boarding,29159 US Highway 98,Daphne,AL ,36526-7302,,,
A A Pet Resort,11800 County Road 87,Elberta,AL ,36530-2746,,,
Gulf Winds Kennels,16490 County Road 83,Elberta,AL ,36530-3007,,,
Fairhope Animal Clinic And Pet Motel,358 Greeno Rd S,Fairhope,AL ,36532-1916,,,
By The Bay Pet Resort,10090 US Highway 98,Fairhope,AL ,36532-5810,,,
Doggie Doo's-n-daycare,8275 State Highway 59,Foley,AL,36535-3873,,,
A Kennel In The Country,19121 Carver Ln,Foley,AL,36535-8927,,,
Parker's Kountry Kennel,12606 County Road 65,Foley,AL,36535-9426,,,
Canine Country Club,6560 Mcdonald Rd,Theodore,AL ,36582-4802,,,
Copeland's Pet Motel & Grooming,4457 Halls Mill Rd,Mobile,AL ,36693-5623,,,
Pet Palace,203 E University Dr,Auburn,AL ,36832-6800,,,
Scissor Sisters Dog & Cat Grooming & Boarding,1701 14th St,Phenix City,AL,36867-4201,,,
Scissor Sisters Dog & Cat Grooming & Boarding,1701 14th St,Phenix City,AL ,36867-4201,,,
A Black Fox Pet Resort,700 Tunnel Hill Rd SW,Cleveland,TN,37311-8333,,,
Country Inn Kennel & Tack Shop,119 Helms Ln SE,Cleveland,TN,37323-9159,,,
Happy Tails Country Club,12529 Eldridge Rd,Harrison,TN,37341-9722,,,
Pet Palace,8627 Hilltop Drive,Ooltewah,TN,37363-8831,,,
Pet Care Kennels,7925 Short Tail Springs Rd,Ooltewah,TN,37363-9115,,,
Tails Up Pet Grooming & Boarding,435 S Cedar Ave,South Pittsburg,TN ,37380-1307,,,
Ark Pet Spa & Hotel,1100 Dayton Blvd,Chattanooga,TN,37405-2004,,,
Dog House The,4105 Dayton Blvd Ste D,Chattanooga,TN,37415-7136,,,
Pet Inn Kennels,7112 Bonny Oaks Dr,Chattanooga,TN,37421-1083,,,
The Barkmore Pet Hotel & Daycare,7626 East Brainerd Road,Chattanooga,TN ,37421-3167,,,
Canine Country Club And Cattery,1631 Jenkins Rd,Chattanooga,TN,37421-3231,,,
Perk's Boarding Kennels,7951 Dexter Rd,Cordova,TN,38016-5744,,,
Gallo Kennels,3899 Kerr Rd,Millington,TN,38053-4312,,,
Dogs Rule Dog Daycare & School,2265 Central Ave,Memphis,TN,38104-5507,,,
Doggy's Daycare,184 Auction Ave.,Memphis,TN,38105-1711,,,
Chris's Poodle Palace,5074 PARK AVE,Memphis,TN,38117-5709,,,
Kennels Of Riverwood,220 Singingwood Dr,Memphis,TN,38127-1611,,,
*Camp 4 Paws,4799 Stage Road,Memphis,TN,38128-4935,,,
Hotel Poochie,7776 US Highway 70,Memphis,TN,38133-2047,,,
Camp Bow Wow Memphis Dog Boarding And Dog Daycare,2121 Whitten Rd.,Memphis,TN,38133-6003,,,
Magnolia Kennels,6375 Summer Ave,Memphis,TN,38134-5959,,,
Edgewood Farm & Kennel,2185 S Germantown Rd,Germantown,TN,38138-3803,,,
Forest Hill Pet Resort,3133 South Forest Hill Irene Road,Germantown,TN,38138-7834,,,
Desoto Country Kennels,1325 Lee Rd W,Byhalia,MS,38611-9527,,,
Critter Camp & Salon,213 TULANE RD S,Hernando,MS,38632-8261,,,
Dinlar Kennels & Grooming,3389 Ga Highway 111 S,Cairo,GA,39828-5924,,,
The Dog House,602 1st St,Kennett,MO,63857-2442,,,
Adams Animal Inn,814 State Hwy W,Ozark,MO,65721-7737,,,
Barking Palace Pet Salon & Kennels,1131 State Highway Oo,Reeds Spring,MO,65737-8655,,,
Wag-n-tails Boarding & Grooming,1036 Bright Springs Rd,Shell Knob,MO,65747-9133,,,
Roseman Bed & Biscuit Pet,3151 Roseman Rd,Camden,AR,71701-5534,,,
Four Paws Grooming & Boarding Salon,1590 Haynesville Hwy,El Dorado,AR,71730-6951,,,
Modisette Kennels Pet Grooming & Boarding,80 Columbia Road 409,Magnolia,AR,71753-8419,,,
Camp Wag-a-tail,1875 E. Grand Ave.,Hot Springs National Park,AR,71901-4891,,,
Lancaster's Grooming & Boarding,3799 Albert Pike Rd,Hot Springs National Park,AR,71913-9562,,,
Dogwood Grooming & Boarding Kennels,116 Polk Road 43,Mena,AR,71953-3574,,,
K-9 Grooming & Boarding,3099 Highway 31 S,Beebe,AR,72012-9347,,,
Le Puppy Palace,122 N Main,Benton,AR,72015-3765,,,
Bryant Kennels,1617 Prickett Rd,Bryant,AR,72022-2313,,,
Lady & The Tramps Grooming & Boarding,6838 Highway 5 N,Bryant,AR,72022-9400,,,
Cabot Pet Palace,10721 Highway 5,Cabot,AR,72023-7497,,,
Animal Care Boarding & Grooming Center,1815 Old Morrilton Highway,Conway,AR,72032-2757,,,
Acklin Gap Kennel Dog Boarding,137 Williams Ranch Rd,Conway,AR,72032-9597,,,
Animal House Grooming & Boarding,209 N Bailey Blvd,Jacksonville,AR,72076-4404,,,
Chicot Kennels And Groomall,15213 TERRACE DR,Mabelvale,AR,72103-3794,,,
Grooming Center & Kennels,15213 Terrace Dr,Mabelvale,AR,72103-3794,,,
Pine Acres Kennel,504 Bald Knob Rd,Morrilton,AR,72110-9267,,,
Arkansas Pet Resort,8402 Counts Massie Rd,Maumelle,AR,72113-6691,,,
Heights Country Kennel,7515 Oneal Ln,Maumelle,AR,72113-9733,,,
A Plus Kennels,9223 Northview Drive,Sherwood,AR,72120-1794,,,
The Doggy House,521 S Cliff St,Perry,AR,72125-7522,,,
Sandy's Dog Grooming & Daycare,410 S Rock St,Sheridan,AR,72150-2571,,,
K-9 Kennels,1910 Highway 130 E,Stuttgart,AR,72160-5543,,,
Rita's Grooming & Boarding,1717 Highway 79,Stuttgart,AR,72160-5598,,,
Sundown Kennels,14120 Ironton Rd,Little Rock,AR,72206-5768,,,
Bath-bed-n-board Kennels,6514 W Sawmill Rd,Little Rock,AR,72206-9018,,,
Durham's Kennel,23601 Colonel Glenn Rd,Little Rock,AR,72210-4508,,,
Fairview Kennels,11523 Fairview Rd,Little Rock,AR,72212-2444,,,
Chenal Pet Palace,14309 Kanis Rd,Little Rock,AR,72223-4915,,,
Cardinal Kennel,1550 Ingram Blvd,West Memphis,AR,72301-2234,,,
Webb Footed Kennels,275 County Road 111,Bono,AR,72416-8124,,,
Lost Creek Kennels,19050 Raby Rd,Harrisburg,AR,72432-8718,,,
Pat's Pet Grooming & Boarding,80 Greene Road 521,Paragould,AR,72450-7705,,,
Pet Adventure Pet Grooming And Boarding,2609 Highway 67 S,Pocahontas,AR,72455-4147,,,
Ozburn Boarding Kennels,1280 Bellview Rd,Pocahontas,AR,72455-8411,,,
Lynn's Grooming & Dog Boarding Kennel,1325 Ar 5 Hwy,Calico Rock,AR,72519-8917,,,
Piney Creek Kennels,1340 Heber Springs Rd S,Heber Springs,AR,72543-8468,,,
Crystal's Pet Salon & Resort,504 E Main St,Flippin,AR,72634-8527,,,
Pampered Paws Pet Resort,6187 Highway 178 W,Lakeview,AR,72642-9015,,,
Deborah's Pet Salon & Resort,820 Highway 201 N,Mountain Home,AR,72653-2416,,,
Douglas' Timberlane Pet Motel,199 Timberlane Rd,Mountain Home,AR,72653-5519,,,
Dogwatch Doggie Day Care & Boarding,1733 N Crossover Rd,Fayetteville,AR,72701-2724,,,
Best Friends Animal Hospital & Pet Hotel,4175 E Mission Blvd,Fayetteville,AR,72703-4388,,,
Camp Bow Wow Bentonville Dog Boarding Kennel & Doggy Daycare,1403 S.W. 14th St.,Bentonville,AR,72712-3634,,,
Waggin' Tails Bed & Biscuit,14901 County Rd,Bentonville,AR,72712-8534,,,
*Ernie Boudreaux's Doggie Dude Ranch,290 Oneal Lane,Elkins,AR,72727-3420,,,
White River Boarding Kennel,12988 Hummingbird Rd,Elkins,AR,72727-8786,,,
Flyin G Kennels,1332 Madison 1490,Huntsville,AR,72740-8116,,,
Bed & Biscuit Boarding Kennel,521 Spring Cliff Dr,Rogers,AR,72756-7432,,,
New Hope Boarding & Grooming,109 E New Hope Rd,Rogers,AR,72758-6058,,,
Happy Tails Boarding Grooming,694 E Henri De Tonti Blvd,Springdale,AR,72762-9722,,,
Jon-tam's Boarding & Grooming,12046 Sr 105 N,Russellville,AR,72802-1379,,,
Butch's Boarding & Grooming,4100 1/2 Kelley Hwy,Fort Smith,AR,72904-5614,,,
Moon Mountain Kennels,20863 E County Rd1170 B,Keota,OK,74941-6851,,,
Midway Kennel,33712 Midway Rd,Poteau,OK,74953-7740,,,
Kennel Solutions,15627 US Highway 271,Spiro,OK,74959-9464,,,
Camp Bow Wow Coppell / Carrollton Dog Boarding,769 S. MacArthur Blvd.,Coppell,TX,75019-4254,,,
Bjr Boarding Kennel,101 S Heartz Rd,Coppell,TX,75019-5813,,,
Cmc Dog Training And Boarding Facility,964 Red Rock Cir,Flower Mound,TX,75022-8607,,,
Waggin' Tails Deluxe Daycare & Boarding Suites,1151 W PARKER,Plano,TX,75023-7353,,,
*Canine Republic,4900 McDermott Rd,Plano,TX,75024-7744,,,
Paw Beach Resort,2280 Kathryn Ln,Plano,TX,75025-5236,,,
Pet Palace,7200 Independence Parkway,Plano,TX,75025-5745,,,
Doggie Zen Den,2257 Ridgeview Dr,Plano,TX,75025-6456,,,
Elite Suites Pet Resort,10 Hope Dr.,Rockwall,TX,75032-2056,,,
Lailia's Pet Bed & Breakfast,2411 ROCHELLE RD,Rockwall,TX,75032-7125,,,
*Every Dog's Day Canine Resort & Day Spa,8795 Preston Trace Boulevard,Frisco,TX,75033-3010,,,
Cottonwood Creek Kennels,8820 W MAIN ST,Frisco,TX,75033-3097,,,
A Place For Pets Resorts And Spas,6349 Technology Dr,Frisco,TX,75033-3267,,,
Adeola Dog Trainers & Kennel,200 WITT RD,Frisco,TX,75034,,,
Connie's Canine Camp,3014 Gardenia Drive,Garland,TX,75041-3767,,,
Campbell Park Animal Hospital,905 W Campbell Rd,Garland,TX,75044-2508,,,
Country Meadows Pet Inn,609 TORERO DR,Little Elm,TX,75068-2130,,,
Airport Kennels,1971 Fm 546,McKinney,TX,75069-1271,,,
Aussie Pet Mobile - Mckinney,600 South Graves Street,Mckinney,TX,75069-4910,,,
*Bark Hotel,2100 McKinney Ranch,Mckinney,TX,75070-7116,,,
The Four Paws Resort,3545 FM 2933,McKinney,TX,75071-0346,,,
Rover Resort,4141 FM 1461,McKinney,TX,75071-8315,,,
Daycamp,3300 N CENTRAL EXPY,Plano,TX,75074-2335,,,
Barks-n-buddies: Dog Resort & Play Center,2200 Los Rios Blvd. Suite 130,Plano,TX,75074-3478,,,
Dog Boarding By Pets Are Inn,2828 W Parker Rd,Plano,TX,75075-9153,,,
Caravanserai Kennels,4552 Hagerman Rd,Pottsboro,TX,75076-7402,,,
Dog House The,4050 N State Highway 205,Rockwall,TX,75087-7065,,,
Lake Pointe Pet Resort,9620 Dalrock Rd,Rowlett,TX,75089-9103,,,
A&b Kennel Club,200 Security Court,Wylie,TX,75098-4910,,,
Camp Wag A Lot,1104 S HWY 67,Cedar Hill,TX,75104-8012,,,
Quail Run Kennel,3725 NW County Road 4,Corsicana,TX,75110-0314,,,
Pet Village,200 N MAIN ST,Duncanville,TX,75116-3649,,,
Bristol Boarding Kennel,1009 Slate Rock Rd,Ennis,TX,75119-0258,,,
Mad River Kennels,1115 Bluff Springs Rd,Ferris,TX,75125-8423,,,
Asgard's Kennels & Farms,803 Vz County Road 1114,Fruitvale,TX,75127-3450,,,
Camp Bow Wow Sw Dallas / Duncanville Dog Boarding And Daycare,519 US Highway 67,Duncanville,TX,75137-3411,,,
Polk's Boarding Kennel,4616 FM 879,Palmer,TX,75152-8247,,,
Cedar Shade Pet Retreat,357 JOHNSON LN,Red Oak,TX,75154-1485,,,
Rose Creek Kennels Deanna Kuhn,402 Lee St,Red Oak,TX,75154-2334,,,
Paws Up Boarding,15210 STATE HIGHWAY 205,Terrell,TX,75160-5953,,,
Camp Bow-wow Kennels,10785 STATE HIGHWAY 205,Lavon,TX,75166-1828,,,
Kennels At Foxrun,11943 State Highway 205,Lavon,TX,75166-1842,,,
Brookside Kennels,101 KELLEY BND,Waxahachie,TX,75167-4704,,,
Dipity Dog Kennel,3201 S BELT LINE RD,Mesquite,TX,75181-6000,,,
Ponderosa Pet Resort,7452 Hwy 66,Royse City,TX,75189-4166,,,
J D Kennels,6641 E Interstate Highway 30,Royse City,TX,75189-4345,,,
Camp Bow Wow Dallas Dog Boarding And Dog Daycare,1800 Irving Blvd.,Dallas,TX,75207-6604,,,
Boykin Kennels,2705 Coombs Creek Dr,Dallas,TX,75211-8304,,,
Dee's Doggie Den,6444 E Mockingbird Ln,Dallas,TX,75214-2400,,,
Allen's Ra-ra-me Kennels,1444 PRATER ST,Dallas,TX,75217-8229,,,
Canine Workshop Boarding Ctr,1538 PRATER ST,Dallas,TX,75217-8259,,,
Animal Care Excellence Boarding Kennels,14021 Denton Dr,Dallas,TX,75234-3456,,,
*Barking Hound Village,5922 Cedar Springs,Dallas,TX,75235-6806,,,
Classy Canine Daycare,19009 Preston Rd,Dallas,TX,75252-2496,,,
Classy Canine Daycare,17390 Preston Rd. #390,Dallas,TX,75252-5791,,,
*Boarding Bungalow North Dallas,4833 Frankford Rd,Dallas,TX,75287-5302,,,
Country Kennels,4224 State Highway 34 S,Greenville,TX,75402-5143,,,
Greenville Kennels,132 County Road 3102,Greenville,TX,75402-8826,,,
Green Acres Garden Kennels,3843 County Road 444,Princeton,TX,75407-4433,,,
Tru Luv Kennels,9733 County Rd 744,Princeton,TX,75407-5170,,,
Lone Star Dog Ranch,10030 CR 288,Anna,TX,75409-3822,,,
Companion Animal Grooming & Boarding,2429 N Center St,Bonham,TX,75418-2132,,,
Zion Kennels,1812 County Road 1410,Bonham,TX,75418-7930,,,
Pet Paradise Resort,5796 FM 2933,Melissa,TX,75454-3090,,,
The Dog House And Cats Too,1209 N Washington Ave,Mount Pleasant,TX,75455-2527,,,
Forr Paws Kennel,3012 County Road Southeast 4250,Mount Vernon,TX,75457-8501,,,
Aaa Cat & Dog Boarding Knnls,1950 HARRELL RD,Howe,TX,75459-3506,,,
La Pooch Pet Resort And Groom Spa,2232 Texas State Hwy. 19 South,Sulphur Springs,TX,75482-7513,,,
Pet Paradise Resort Too,1252 FM 814,Trenton,TX,75490-1216,,,
Tailwaggers Country Inn,446 HYNDS RANCH RD,Van Alstyne,TX,75495-5040,,,
Westridge Kennel,3909 New Boston Rd,Texarkana,TX,75501-2817,,,
Boulevard Boarding Kennels,2405 Texas Blvd,Texarkana,TX,75503-4102,,,
Longview Boarding Kennel,1613 Judson Rd,Longview,TX,75601-3663,,,
Britannia Boarding Kennels,5015 Judson Rd,Longview,TX,75605-1047,,,
Waggin' Tails Boarding Kennels,5149 Judson Rd,Longview,TX,75605-1049,,,
Kelsey Kennels,5600 State Highway 154 West,Gilmer,TX,75644-4396,,,
Wagg-da-tails Kennel,9790 U.S. Hwy 271 south,Gladewater,TX,75647-7414,,,
Puppy Love Dog Grooming & Boarding,2309 Old Longview Rd,Henderson,TX,75652-5182,,,
Lone Star Boarding Kennels,3099 County Road 222 N,Henderson,TX,75652-8802,,,
Bo-peep's Kennel & Crafts,263 County Road 1334,Pittsburg,TX,75686-6297,,,
Barkus Grooming & Boarding,419 Troup Hwy,Tyler,TX,75701-5502,,,
Bunker Kennels,16210 County Road 165,Tyler,TX,75703-7306,,,
Shelton Kennels,10606 Fm 2661,Tyler,TX,75704-7565,,,
Kym's Kennels & Training Service,11959 County Road 219,Tyler,TX,75707-3422,,,
Paws Pet Retreat,20156 County Road 1100,Flint,TX,75762-9289,,,
Katie's Canine Country Club,14359 County Road 434,Lindale,TX,75771-5179,,,
Kennels At Cap Ranch,373 County Road 2724,Mineola,TX,75773-5053,,,
Circle Star Pet Resort,6480 FM 2339,Murchison,TX,75778-4708,,,
Dominion K-9 Kennels,611 FM 3372,Palestine,TX,75803-2167,,,
Cross Creek Kennel,708 County Road 3140,Crockett,TX,75835-7682,,,
Lena's Groom & Board Resort,140 US Highway 84 W,Teague,TX,75860-4093,,,
Bed & Biscuit,1511 Tulane Dr,Lufkin,TX,75901-4777,,,
Jo Ann's Four Paws Pet Grooming & Boarding,1115 Highway 87 S,Hemphill,TX,75948-5701,,,
K-9 Country Inn,4679 E State Highway 7,Nacogdoches,TX,75961-7938,,,
Martin Kennel,512 County Road 217,Nacogdoches,TX,75965-1080,,,
Critter Cuts & Kennels,8103 North St,Nacogdoches,TX,75965-1170,,,
Happy Days Luxury Kennel,5656 N Highway 69,Nacogdoches,TX,75965-1326,,,
Country Acres Kennels,7817 S COOPER ST,Arlington,TX,76001-7016,,,
Cor-re-shel Kennels,11890 FM 730 N,Azle,TX,76020-5440,,,
Britton's Kennels,12265 FM 730 N,Azle,TX,76020-5449,,,
Crooked Oak Kennels,1298 ROSS LN,Boyd,TX,76023-5445,,,
Howling Hills Kennel,5159 E FM 1187,Burleson,TX,76028-3053,,,
K-9 Country Kennel,4901 E Fm 1187,Burleson,TX,76028-3165,,,
Djm Dog Boarding,3728 East FM 4,Cleburne,TX,76031-0126,,,
Pet Motel,1609 S Main St,Cleburne,TX,76033-6849,,,
*The Posh Paw Resort,6607 Colleyville Blvd,Colleyville,TX,76034-6233,,,
Mesquite Flats Kennel,3130 Fm 1187,Crowley,TX,76036-4592,,,
Cozy Country Kennels,3600 County Road 919,Crowley,TX,76036-5836,,,
Canine Fitness Camp,14121 MITCHELL BEND CT,Granbury,TX,76048-9602,,,
Purrfect Paws Pet Resort,1851 Acton Hwy,Granbury,TX,76049-5901,,,
The Pet Pines Pampering & Boarding,609 N Broadway St.,Joshua,TX,76058-6155,,,
Muffin's Doggie Daycare & Grooming Salon,209 E Kennedale Pkwy,Kennedale,TX,76060-3211,,,
All Breed Grooming & Boarding,409 S MAIN ST,Mansfield,TX,76063-3108,,,
Brazos Boarding Kennels,905 SW 15th St,Mineral Wells,TX,76067-6869,,,
Lil Doggie Dude Ranch,917 Co Rd 3798,Springtown,TX,76082-3173,,,
Sarah's Dog House,803 PALO PINTO ST,Weatherford,TX,76086-4133,,,
Camp Jarrett,1724 Blaire Drive,Weatherford,TX,76086-4619,,,
Metro Animals Depot And Daycare For Dogs,5729 Camp Bowie Blvd,Fort Worth,TX,76107-5005,,,
Camp Bowie Animal Clinic,5709 LOVELL AVE,Fort Worth,TX,76107-5025,,,
Grand Pet Resort And Spa The,4529 Donnelly Ave,Fort Worth,TX,76107-5406,,,
A-animal Clinic & Boarding Kennel,4990 W VICKERY BLVD,Ft. Worth,TX,76107-7201,,,
Cowtown Canines Daycamp For Dogs,4605 Benbrook Hwy Ste 117,Fort Worth,TX,76116-8644,,,
Animal House Doggie Daycare,5117 VICKERY LOOP W,Fort Worth,TX,76116-9223,,,
Alpine Kennels,5482 Shelby Rd,Fort Worth,TX,76140-7732,,,
Play All Day Pet Sitting & Boarding,8605 Funtier Ct,Fort Worth,TX,76179-2836,,,
Resort for Pets,9635 Boat Club Road,Fort Worth,TX,76179-4005,,,
Charlotte's Poodle Palace,5959 ROSS RD,North Richland Hills,TX,76180-9338,,,
*Affordable Pet Boarding Inn,3302 Meadows Oak Drive,Denton,TX,76210-2650,,,
Canine Country Inn,1991 W Jeter Rd,Argyle,TX,76226-6857,,,
American Pet Spa & Resort,8827 Highway 377,Argyle,TX,76226-7716,,,
Pampered Pets Bed & Breakfast,4113 Sauls Rd,Aubrey,TX,76227-4255,,,
Big Dog House,4115 S Highway 377,Aubrey,TX,76227-5099,,,
Aubrey's Countryside Kennel,6380 Private Road 2712,Aubrey,TX,76227-5976,,,
Waggin Tail Dog Ranch,5029 ORCHARD RD,Bowie,TX,76230-7102,,,
Oak Grove Kennel,2550 Greenwood Rd,Decatur,TX,76234-6526,,,
Riverside Pet Ranch: Kennel And Boarding In Texas,106 Private Road 4481,Decatur,TX,76234-8761,,,
Kennel In The Oaks,202 Morse Ln,Gainesville,TX,76240-1840,,,
K-9 Klips & Kennels,7450 E US HIGHWAY 82,Gainesville,TX,76240-7114,,,
Dogs Unleashed Daycare,2740 Keller Hicks Rd,Keller,TX,76244-9610,,,
Bark N Lounge Boarding & Daycare,798 Keller Pkwy,Keller,TX,76248-2476,,,
Kennel Kare,2205 N PEARSON LN,Roanoke,TX,76262-9015,,,
Swan Kennel Ltd,10570 Sam Bass Rd,Sanger,TX,76266-3935,,,
J's Pet Motel,27790 STATE HIGHWAY 56,Whitesboro,TX,76273-7934,,,
A-1 Pet Grooming & Boarding,100 Walnut St,Wichita Falls,TX,76301-7066,,,
Margots All Breed Grooming And Boarding,4729 Old Jacksboro Hwy.,Wichita Falls,TX,76302-3517,,,
The Kennel,2012 Napier Rd,Wichita Falls,TX,76305-6402,,,
Lowe's Pet Motel & Grooming Shop,1015 Harris Ln,Wichita Falls,TX,76306-5800,,,
Shaggy Chic Doggie Day Spa & Boarding,2002 U.S. Highway 180 East,Breckenridge,TX,76424-4938,,,
Breck Grooming & Boarding,2224 US Highway 180 E,Breckenridge,TX,76424-4948,,,
Coronado Kennels,424 Pecan St,Graham,TX,76450-2524,,,
Eastland County Pet Boarding,1240 N Tiffin Rd,Ranger,TX,76470-1320,,,
Almost Home Pet Resort,4520 Taylors Valley Rd,Temple,TX,76502-3516,,,
Barking Oaks Pet Resort,4153 Shallow Ford West rd,Temple,TX,76502-4113,,,
All Dogs Resort,7109 State Highway 95,Temple,TX,76502-7693,,,
Kk's Doghouse,1207 W Avenue M,Temple,TX,76504-7226,,,
Elley's Kennels,2900 N Travis Ave,Cameron,TX,76520-1204,,,
Southern Star Ranch Boarding Kennel,11701 N Highway 183,Florence,TX,76527-4228,,,
Candy Pet Palace & More,1412 W Main St,Gatesville,TX,76528-1007,,,
Puppy Love Kennels,125 N 28th St,Gatesville,TX,76528-1906,,,
Blazen Kennels,11645 N State Hwy 36,Jonesboro,TX,76538-1137,,,
Kozy Kennels,6740 FM 2657,Kempner,TX,76539-5595,,,
Killeen Animal Care Boarding,424 W Rancier Ave,Killeen,TX,76541-3243,,,
